NP,X,Y,Z,Sítio,Quadrícula,Setor,Nível,Numeração,Matéria-prima,Técnica de transformação,Classe artefatual,Estado de preservação,Tipo de córtex,Talão,Forma do bulbo,Preparação no talão,Número de cicatrizes,Direção das cicatrizes,Perfil,Tipo de núcleo,Tipo de plataforma de percussão,Tipo de instrumento,Base de modificação primária,Descrição,Tipo de modificação,Extensão,Posição,Morfologia,Delineamento,Ângulo,Localização,Repartição,Padrão de ocorrência,Marcas de uso,Direção micro-lascamentos,Direção das estrias,Localização das marcas de uso
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Basalto,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Basalto,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Basalto,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Basalto,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Basalto,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Basalto,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Basalto,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Basalto,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,251,Basalto,Indeterminada,Detrito,Indeterminado,Seixo,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,161,Basalto,Indeterminada,Lasca fragmentada,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,120,Basalto,Indeterminada,Detrito,Indeterminado,Seixo,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,21,Basalto,Indeterminada,Lasca fragmentada,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,37,Basalto,Indeterminada,Detrito,Indeterminado,Seixo,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,19,Basalto,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,52,Basalto,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,55,Basalto,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,51,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,18,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,90,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,76,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,23,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,57,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,50,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,61,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,82,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,10,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,259,Arenito,Indeterminada,Detrito,Indeterminado,Seixo,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,164,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,160,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,147,Arenito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,163,Basalto,Sem transformação,Natural,Indeterminado,Seixo,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,153,Basalto,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,117,Basalto,Indeterminada,Detrito,Indeterminado,Seixo,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,148,Basalto,Sem transformação,Natural,Indeterminado,Seixo,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,118,Basalto,Sem transformação,Natural,Indeterminado,Seixo,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,162,Basalto,Unipolar,Lasca de formatação,Completo,Seixo,liso,Pronunciado,Não,0,Inexistente,Helicoidal,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,145,Basalto,Unipolar,Lasca de formatação,Completo,Seixo,liso,Pronunciado,Não,1,Indeterminado,Reto,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,137,Basalto,Unipolar,Lasca de formatação,Completo,Seixo,liso,Pronunciado,Não,0,Inexistente,Reto,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,250,Arenito,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,166,Arenito,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,155,Arenito,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,149,Arenito,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,157,Arenito,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,254,Arenito,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,158,Arenito,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,156,Arenito,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,152,Arenito,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,165,Arenito,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,41,Indeterminado,Indeterminada,Detrito,Fragmentado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,31,Indeterminado,Indeterminada,Detrito,Fragmentado,Seixo,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,35,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,33,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,20,Indeterminado,Sem transformação,Natural,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,32,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,83,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,,Quartzo leitoso,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,139,Basalto,Sem transformação,Natural,Fragmentado,Seixo,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,105,Basalto,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,38,Basalto,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,99,Silexito,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,40,Silexito,Indeterminada,Detrito,Indeterminado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,32,Silexito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,12,Silexito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,101,Silexito,Indeterminada,Detrito,Indeterminado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,97,Silexito,Indeterminada,Detrito,Indeterminado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,34,Silexito,Indeterminada,Detrito,Indeterminado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,102,Silexito,Indeterminada,Detrito,Indeterminado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,39,Silexito,Indeterminada,Detrito,Indeterminado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,60,Silexito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,93,Silexito,Indeterminada,Detrito,Indeterminado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,103,Silexito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,17,Silexito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,74,Silexito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,78,Silexito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,59,Silexito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,108,Silexito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,79,Silexito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,11,Silexito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,115,Silexito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,90,Silexito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,116,Silexito,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,136,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,98,Indeterminado,Indeterminada,Detrito,Indeterminado,Seixo,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,106,Indeterminado,Indeterminada,Detrito,Indeterminado,Seixo,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,54,Indeterminado,Indeterminada,Detrito,Indeterminado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,96,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,94,Quartzito,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,95,Indeterminado,Indeterminada,Detrito,Indeterminado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,44,Indeterminado,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,89,Indeterminado,Indeterminada,Detrito,Indeterminado,Seixo,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,6,Indeterminado,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,107,Indeterminado,Indeterminada,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,CPS,AE1,,10-20,56,Indeterminado,Indeterminada,Detrito,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,
